id,client_id,card_brand,card_type,card_number,cvv,has_chip,num_cards_issued,acct_open_date,card_on_dark_web,credit_limit_int,year_pin_last_changed,expires
3337,866,Amex,Credit,399832211170214,984,YES,1,06/2007,No,4500,2007-01-01,2024-11-01
4710,1424,Mastercard,Credit,5033949193863455,76,YES,2,09/2009,No,8000,2011-01-01,2021-05-01
4876,1424,Visa,"Debit (Prepaid)",4035809761172506,400,YES,1,09/2014,No,84,2014-01-01,2021-08-01
487,1424,Mastercard,Debit,5004994096233324,489,NO,1,01/2020,No,9957,2020-01-01,2020-03-01
3046,1424,Mastercard,Credit,5474945486540306,533,YES,2,05/2010,No,8300,2015-01-01,2015-06-01
5625,427,Visa,Debit,4360960084502821,641,YES,1,11/2010,No,11739,2011-01-01,2010-12-01
269,427,Mastercard,"Debit (Prepaid)",5533615337478093,743,YES,1,01/2011,No,79,2011-01-01,2022-09-01
4819,427,Visa,Debit,4123364464470592,574,YES,1,09/2011,No,11093,2011-01-01,2024-11-01
5210,684,Visa,Debit,4623790856154791,42,YES,2,10/2010,No,20447,2016-01-01,2022-08-01
3088,684,Discover,Credit,6219867119924889,425,YES,2,05/2011,No,8800,2011-01-01,2022-11-01
2768,684,Mastercard,Debit,5762936498559213,657,YES,1,04/2017,No,13946,2017-01-01,2023-04-01
6022,684,Visa,Debit,4941352079368761,963,NO,2,12/2010,No,25529,2010-01-01,2020-07-01
4474,684,Visa,"Debit (Prepaid)",4537642289527032,450,YES,1,08/2018,No,61,2018-01-01,2022-12-01
4908,684,Mastercard,Debit,5726295152230615,912,YES,2,09/2017,No,17536,2017-01-01,2022-02-01
334,684,Visa,Debit,4439425587555219,568,YES,2,01/2014,No,20770,2014-01-01,2015-03-01
488,1643,Mastercard,"Debit (Prepaid)",5169835962793021,821,YES,2,01/2020,No,22,2020-01-01,2020-02-01
1337,1300,Mastercard,Debit,5280939323100579,909,YES,1,02/2014,No,10691,2014-01-01,2023-07-01
2601,1300,Mastercard,"Debit (Prepaid)",5666642339206521,996,YES,1,04/2009,No,75,2009-01-01,2010-08-01
156,1300,Mastercard,Credit,5042100576719658,939,YES,1,01/2008,No,4900,2011-01-01,2022-07-01
5754,1300,Mastercard,Debit,5128552449628284,95,YES,2,12/1997,No,14661,2009-01-01,2020-07-01
1518,283,Mastercard,Credit,5529511387485539,568,YES,1,02/2020,No,6900,2020-01-01,2020-12-01
779,283,Visa,Credit,4069972993083771,328,YES,2,01/2020,No,5400,2020-01-01,2022-01-01
1519,355,Mastercard,Debit,5676668792174428,869,YES,2,02/2020,No,2725,2020-01-01,2024-07-01
1387,355,Discover,Credit,6525938932537502,511,YES,2,02/2019,No,19600,2019-01-01,2020-02-01
3303,1669,Visa,Debit,4739603201770871,48,YES,2,06/2005,No,2572,2010-01-01,2023-07-01
4359,1669,Mastercard,Credit,5445286323617902,212,YES,2,08/2011,No,5000,2011-01-01,2022-12-01
2456,1669,Discover,Credit,6350687054576802,840,YES,1,04/2004,No,10300,2012-01-01,2013-12-01
6097,1669,Amex,Credit,368765630381398,731,YES,2,12/2014,No,11400,2014-01-01,2018-06-01
4664,937,Mastercard,Debit,5569049232811437,598,YES,2,09/2008,No,9230,2013-01-01,2020-02-01
2055,845,Mastercard,Debit,5032880040092416,626,YES,1,03/2004,No,11203,2008-01-01,2024-06-01
4599,845,Mastercard,Debit,5634291050750009,759,YES,2,09/2006,No,12369,2010-01-01,2021-02-01
5943,845,Visa,Credit,4776334530519583,925,YES,1,12/2008,No,7900,2017-01-01,2017-09-01
2855,845,Mastercard,Debit,5982817665927233,390,YES,2,05/2004,No,20362,2012-01-01,2014-10-01
4491,845,Mastercard,Debit,5355473722620842,63,YES,2,09/1996,No,13529,2007-01-01,2021-05-01
1204,1518,Discover,Credit,6183952528759947,831,YES,2,02/2010,No,16800,2015-01-01,2022-12-01
6083,1518,Discover,Credit,6675475462886914,64,YES,1,12/2013,No,7100,2013-01-01,2022-10-01
2584,1518,Visa,Credit,4444532245535178,623,YES,1,04/2008,No,9600,2008-01-01,2020-11-01
2056,1591,Mastercard,"Debit (Prepaid)",5929148675838815,955,YES,1,03/2004,No,113,2008-01-01,2021-04-01
489,1591,Mastercard,Debit,5596909204961650,708,YES,1,01/2020,No,16818,2020-01-01,2020-04-01
2043,1591,Mastercard,Debit,5702444920277810,137,YES,1,03/2003,No,12358,2003-01-01,2021-08-01
5919,1591,Amex,Credit,313237641072547,951,YES,2,12/2008,No,8100,2012-01-01,2011-10-01
2847,1591,Visa,Credit,4654712521098398,269,YES,2,05/2003,No,9800,2008-01-01,2020-03-01
3967,1591,Mastercard,Debit,5362951145456228,818,YES,2,07/2011,No,17332,2012-01-01,2024-12-01
1520,1172,Mastercard,Credit,5496286717273458,8,YES,2,02/2020,No,6000,2020-01-01,2021-11-01
4290,1629,Mastercard,Debit,5366247073382596,515,YES,2,08/2009,No,18776,2012-01-01,2021-04-01
5249,675,Visa,Credit,4786002952683429,965,YES,1,10/2011,No,9300,2011-01-01,2022-03-01
4454,675,Discover,Credit,6210885893076470,895,YES,2,08/2016,No,8000,2016-01-01,2021-06-01
4020,675,Mastercard,Debit,5965800518603810,609,NO,1,07/2014,No,11194,2014-01-01,2021-09-01
5261,675,Visa,Debit,4331686299440629,525,YES,2,10/2012,No,12754,2012-01-01,2023-04-01
5250,675,Visa,Credit,4765714337874836,983,YES,1,10/2011,No,9700,2013-01-01,2024-08-01
3116,577,Mastercard,Debit,5591077047400631,615,YES,1,05/2012,No,17936,2012-01-01,2020-09-01
2627,577,Amex,Credit,313916461304111,852,YES,1,04/2010,No,8500,2011-01-01,2021-01-01
302,854,Visa,Debit,4120824887309572,110,YES,1,01/2012,No,24826,2012-01-01,2023-06-01
4121,1261,Visa,Debit,4637531059933425,640,YES,1,08/2003,No,27091,2018-01-01,2020-03-01
3515,1227,Mastercard,"Debit (Prepaid)",5072595305260459,519,YES,1,06/2011,No,67,2011-01-01,2021-01-01
122,1227,Amex,Credit,349565330549626,178,NO,1,01/2007,No,14600,2007-01-01,2020-04-01
3545,1227,Mastercard,Credit,5923231174018252,392,YES,2,06/2012,No,13500,2012-01-01,2021-11-01
2310,1227,Mastercard,Debit,5851845913045150,71,YES,1,03/2013,No,27132,2013-01-01,2023-09-01
5602,840,Mastercard,Debit,5023863713584517,457,YES,2,11/2010,No,10400,2013-01-01,2024-12-01
2083,840,Mastercard,Debit,5664895156333060,500,YES,1,03/2005,No,43169,2012-01-01,2020-07-01
37,840,Mastercard,Debit,5486901761554156,258,YES,2,01/2003,No,5269,2016-01-01,2023-10-01
2416,840,Mastercard,Debit,5820221852405545,380,YES,2,04/2001,No,48370,2011-01-01,2024-12-01
3633,840,Visa,Credit,4115686759373550,996,YES,2,06/2018,No,17100,2018-01-01,2019-11-01
4992,840,Visa,"Debit (Prepaid)",4876555170855808,661,YES,1,10/2003,No,65,2009-01-01,2024-04-01
3091,733,Mastercard,Debit,5904146428140246,277,YES,2,05/2011,No,2656,2015-01-01,2020-12-01
2529,733,Mastercard,Credit,5770203026188611,676,YES,2,04/2007,No,7800,2011-01-01,2024-10-01
3707,733,Discover,Credit,6689214851949611,740,YES,1,07/2004,No,13400,2005-01-01,2020-03-01
1048,733,Mastercard,Debit,5911600183016111,315,NO,1,02/2005,No,16726,2020-01-01,2023-08-01
2098,454,Visa,Debit,4750958043493039,269,YES,1,03/2005,No,30162,2010-01-01,2024-12-01
4767,454,Mastercard,Debit,5776356381459188,394,YES,1,09/2010,No,19970,2010-01-01,2010-10-01
5735,454,Mastercard,Debit,5723126586825335,268,YES,1,11/2018,No,31199,2018-01-01,2024-05-01
5456,454,Mastercard,Debit,5916860407845357,827,YES,2,11/2006,No,14983,2010-01-01,2024-10-01
5287,454,Mastercard,Debit,5826782239602490,629,YES,2,10/2014,No,18491,2014-01-01,2014-10-01
2201,961,Visa,Debit,4575519144263671,618,YES,2,03/2008,No,23094,2011-01-01,2021-08-01
4584,961,Visa,Credit,4587193711138824,166,YES,1,09/2005,No,18300,2005-01-01,2022-10-01
1389,961,Mastercard,Debit,5672981759485196,676,YES,1,02/2019,No,31907,2019-01-01,2024-02-01
2202,961,Visa,Debit,4306238627611074,588,YES,2,03/2008,No,32761,2008-01-01,2020-10-01
4665,768,Mastercard,Debit,5359168203636426,84,YES,1,09/2008,No,11105,2009-01-01,2024-04-01
490,817,Mastercard,Debit,5778485837801732,852,YES,2,01/2020,No,32267,2020-01-01,2021-08-01
491,817,Mastercard,Debit,5517971919199348,792,YES,1,01/2020,No,30670,2020-01-01,2021-09-01
5910,78,Visa,"Debit (Prepaid)",4749352761473241,556,YES,2,12/2007,No,83,2007-01-01,2017-01-01
1157,1334,Visa,Debit,4509551449788694,152,YES,1,02/2008,No,13821,2009-01-01,2020-07-01
2866,1334,Visa,Credit,4723027876552516,423,YES,1,05/2004,No,14400,2010-01-01,2021-05-01
3761,1334,Mastercard,Credit,5700626457783201,713,YES,1,07/2006,No,13300,2007-01-01,2010-10-01
209,1334,Visa,Credit,4144931322114018,312,NO,1,01/2009,No,9300,2009-01-01,2014-08-01
3968,1610,Mastercard,Debit,5678294553512479,15,YES,1,07/2011,No,8580,2011-01-01,2022-08-01
5879,1610,Mastercard,Credit,5771046456944706,53,YES,2,12/2007,No,6600,2008-01-01,2023-10-01
2585,108,Visa,Debit,4466627264365741,238,YES,1,04/2008,No,12783,2010-01-01,2014-06-01
1299,108,Mastercard,Debit,5085144478543466,100,YES,2,02/2012,No,14321,2012-01-01,2021-05-01
4070,108,Visa,Debit,4814031516576169,804,YES,2,07/2018,No,14488,2018-01-01,2020-12-01
780,108,Visa,Debit,4031726246937832,126,NO,1,01/2020,No,16116,2020-01-01,2020-01-01
4972,1308,Visa,Credit,4900994567069763,24,YES,2,10/2002,No,14800,2012-01-01,2021-07-01
6023,780,Visa,"Debit (Prepaid)",4129989012910230,8,YES,2,12/2010,No,43,2011-01-01,2021-07-01
1375,1340,Visa,Debit,4249908788734063,892,YES,2,02/2017,No,36546,2017-01-01,2024-07-01
3272,1340,Mastercard,Debit,5056109817639748,165,YES,1,06/2004,No,18462,2007-01-01,2021-08-01
2954,1340,Amex,Credit,329808568475348,259,NO,1,05/2008,No,13300,2013-01-01,2021-06-01
2178,1340,Mastercard,"Debit (Prepaid)",5260555273059328,729,YES,2,03/2008,No,36,2018-01-01,2020-08-01
6035,1340,Amex,Credit,394844235507928,682,YES,2,12/2011,No,11200,2011-01-01,2023-09-01
1016,1888,Mastercard,Debit,5552351757816493,588,YES,2,02/2003,No,30074,2006-01-01,2020-02-01
1017,1888,Mastercard,Debit,5613352979417307,681,YES,1,02/2003,No,7589,2011-01-01,2016-05-01
1169,1888,Mastercard,Debit,5210754741357773,402,NO,2,02/2009,No,27112,2015-01-01,2014-12-01
2179,247,Mastercard,Credit,5765975770169362,740,YES,1,03/2008,No,16700,2008-01-01,2021-02-01
1240,247,Visa,Debit,4045887901142827,54,YES,2,02/2010,No,24968,2010-01-01,2013-07-01
4155,247,Mastercard,Debit,5711629583407537,577,YES,2,08/2005,No,16751,2010-01-01,2012-01-01
5191,247,Mastercard,Debit,5047582065725201,601,YES,2,10/2010,No,12852,2012-01-01,2021-07-01
2137,247,Discover,Credit,6973723422438311,526,NO,2,03/2007,No,10200,2010-01-01,2023-11-01
2084,247,Mastercard,Debit,5584580666180389,331,YES,1,03/2005,No,21922,2011-01-01,2006-12-01
781,238,Visa,Credit,4605636273246106,245,YES,2,01/2020,No,5600,2020-01-01,2022-05-01
3762,915,Mastercard,Debit,5927769013167971,774,YES,2,07/2006,No,9609,2008-01-01,2006-12-01
492,1927,Mastercard,"Debit (Prepaid)",5803470646010241,940,YES,1,01/2020,No,62,2020-01-01,2020-01-01
5647,1927,Mastercard,Debit,5796139864739324,474,YES,2,11/2011,No,12194,2011-01-01,2018-05-01
493,1658,Mastercard,Debit,5875716871084903,798,YES,2,01/2020,No,12636,2020-01-01,2020-01-01
782,1658,Visa,Credit,4351530526237151,164,YES,1,01/2020,No,0,2020-01-01,2020-02-01
1170,1208,Mastercard,Debit,5084690936737005,476,YES,2,02/2009,No,8024,2012-01-01,2020-02-01
2203,1208,Visa,Debit,4372448627686768,569,YES,2,03/2008,No,8902,2008-01-01,2020-11-01
2449,1208,Visa,Debit,4183588454885685,323,NO,2,04/2003,No,8081,2011-01-01,2020-11-01
494,1255,Mastercard,Debit,5826930335951624,803,YES,1,01/2020,No,9773,2020-01-01,2023-06-01
1521,1255,Mastercard,Debit,5040609131348655,98,YES,1,02/2020,No,13130,2020-01-01,2023-12-01
495,85,Mastercard,Debit,5335622486722965,617,YES,2,01/2020,No,9953,2020-01-01,2023-10-01
3923,1382,Amex,Credit,302128691810206,236,YES,1,07/2010,No,9000,2015-01-01,2021-11-01
2838,1382,Mastercard,Debit,5947766191531250,760,YES,2,05/2003,No,11415,2013-01-01,2024-10-01
5262,1382,Visa,Credit,4371359117883353,931,YES,2,10/2012,No,1900,2012-01-01,2022-05-01
1110,1382,Mastercard,"Debit (Prepaid)",5517746118509993,251,YES,1,02/2007,No,54,2008-01-01,2017-01-01
1522,1932,Mastercard,Debit,5050180938587173,518,YES,1,02/2020,No,405,2020-01-01,2021-07-01
1210,1217,Mastercard,Debit,5228295335343438,82,NO,1,02/2010,No,23907,2010-01-01,2011-03-01
5030,1217,Visa,Credit,4963325399756427,180,YES,2,10/2005,No,15500,2010-01-01,2022-06-01
4086,1217,Visa,Debit,4540572558695839,540,YES,2,08/1996,No,3415,2012-01-01,2020-08-01
1123,514,Visa,Credit,4662965490409087,240,YES,2,02/2007,No,8500,2007-01-01,2023-04-01
2155,514,Visa,Debit,4170396856656251,831,YES,2,03/2007,No,11473,2008-01-01,2020-03-01
5759,514,Mastercard,Debit,5568405807581710,187,YES,3,12/1999,No,23932,2011-01-01,2022-07-01
4322,514,Mastercard,Debit,5304746158026153,249,YES,1,08/2010,No,9614,2010-01-01,2013-08-01
5959,232,Mastercard,Debit,5761678069979338,725,YES,1,12/2009,No,58709,2009-01-01,2020-02-01
2214,232,Mastercard,"Debit (Prepaid)",5828021478542645,350,YES,1,03/2009,No,98,2009-01-01,2016-01-01
3125,232,Visa,Debit,4247339520232396,598,YES,1,05/2012,No,24401,2012-01-01,2022-07-01
4174,445,Mastercard,Debit,5472231620359227,726,YES,1,08/2006,No,3628,2013-01-01,2016-01-01
1807,1206,Visa,Debit,4182923459647403,603,YES,1,02/2020,No,47359,2020-01-01,2020-02-01
244,1206,Visa,Debit,4866080343433203,1,YES,2,01/2010,No,41205,2010-01-01,2010-05-01
194,1206,Mastercard,Credit,5328878941102916,847,YES,2,01/2009,No,17400,2010-01-01,2016-03-01
4469,1276,Mastercard,Debit,5785225381364914,851,YES,1,08/2018,No,17688,2018-01-01,2022-04-01
5076,1276,Mastercard,Credit,5056180854217534,183,YES,1,10/2007,No,15000,2013-01-01,2021-10-01
996,1276,Mastercard,Debit,5192100992523222,276,YES,2,02/2002,No,27075,2015-01-01,2023-03-01
5954,1276,Discover,Credit,6099048775831285,120,YES,1,12/2009,No,13700,2010-01-01,2022-04-01
2009,1276,Mastercard,Credit,5730775331108605,910,YES,1,03/1998,No,19000,2016-01-01,2024-04-01
193,875,Discover,Credit,6670752769501820,213,NO,2,01/2009,No,14300,2010-01-01,2014-04-01
3495,875,Visa,Credit,4016664416211109,840,YES,1,06/2010,No,7600,2010-01-01,2024-05-01
2380,875,Mastercard,Debit,5835488238900107,203,NO,1,03/2019,No,13788,2019-01-01,2020-11-01
496,875,Mastercard,Debit,5942817121899547,408,YES,1,01/2020,No,20801,2020-01-01,2022-08-01
2684,1546,Visa,Debit,4483206793672492,339,YES,2,04/2011,No,19015,2011-01-01,2024-06-01
245,1546,Visa,Debit,4030476430498489,437,YES,2,01/2010,No,2181,2011-01-01,2013-07-01
5504,1546,Visa,Credit,4952050120824102,167,YES,2,11/2007,No,6400,2007-01-01,2023-05-01
6024,1546,Visa,"Debit (Prepaid)",4985729409791181,408,YES,2,12/2010,No,78,2011-01-01,2011-07-01
497,422,Mastercard,"Debit (Prepaid)",5352787929411472,196,NO,2,01/2020,No,63,2020-01-01,2024-01-01
1523,422,Mastercard,Debit,5764720476661124,350,NO,1,02/2020,No,12907,2020-01-01,2023-08-01
498,422,Mastercard,Credit,5649118777959741,123,YES,1,01/2020,No,6500,2020-01-01,2022-05-01
1441,422,Discover,Credit,6905561508213690,902,YES,1,02/2020,No,7100,2020-01-01,2024-11-01
3380,519,Mastercard,Debit,5167739038207671,35,YES,1,06/2008,No,12353,2008-01-01,2020-02-01
4390,519,Mastercard,"Debit (Prepaid)",5483130582779116,139,YES,2,08/2012,No,65,2012-01-01,2020-05-01
3555,519,Visa,"Debit (Prepaid)",4031459906447373,0,YES,1,06/2012,No,72,2012-01-01,2018-04-01
3173,519,Mastercard,Debit,5608799929769385,653,YES,2,05/2016,No,18526,2016-01-01,2024-01-01
2867,1408,Visa,Debit,4751759256983279,978,YES,2,05/2004,No,6513,2013-01-01,2023-12-01
5522,1408,Mastercard,Debit,5827922070073569,665,YES,1,11/2008,No,5044,2008-01-01,2020-08-01
3821,1204,Visa,Debit,4964837149375457,692,NO,2,07/2007,No,25079,2008-01-01,2023-08-01
2788,1204,Visa,Debit,4786456074959153,463,YES,1,04/2019,No,39578,2019-01-01,2024-04-01
210,1204,Visa,Debit,4780113572248864,498,YES,1,01/2009,No,36641,2009-01-01,2022-10-01
783,276,Visa,Debit,4732187570005938,875,YES,1,01/2020,No,1083,2020-01-01,2023-11-01
1524,276,Mastercard,Debit,5579968242146941,908,YES,1,02/2020,No,9628,2020-01-01,2021-03-01
392,1133,Amex,Credit,364782097416183,787,YES,2,01/2020,No,13500,2020-01-01,2024-09-01
5211,1133,Visa,Debit,4332848097947146,247,YES,2,10/2010,No,12512,2012-01-01,2019-05-01
2586,1133,Visa,Debit,4874200877830198,234,YES,2,04/2008,No,21442,2015-01-01,2023-04-01
195,1133,Mastercard,"Debit (Prepaid)",5491911967251854,256,YES,2,01/2009,No,69,2013-01-01,2024-04-01
784,1035,Visa,Debit,4123430883366053,929,NO,2,01/2020,No,22700,2020-01-01,2022-06-01
1808,1035,Visa,"Debit (Prepaid)",4477381812397470,256,YES,2,02/2020,No,60,2020-01-01,2020-02-01
4688,710,Visa,"Debit (Prepaid)",4291584295091276,284,NO,2,09/2008,No,80,2013-01-01,2021-07-01
3155,710,Visa,Credit,4977439177902709,725,YES,1,05/2014,No,1300,2014-01-01,2023-10-01
4395,710,Visa,Debit,4083830555953344,35,YES,1,08/2012,No,40984,2012-01-01,2019-09-01
5233,582,Mastercard,Debit,5000642222050149,949,YES,1,10/2011,No,19536,2014-01-01,2016-01-01
2010,582,Mastercard,Debit,5706945213874118,808,YES,1,03/1999,No,9044,2013-01-01,2009-02-01
3634,582,Visa,Credit,4880127142903322,582,NO,2,06/2018,No,12500,2018-01-01,2024-05-01
5880,821,Mastercard,Debit,5709350938591097,841,YES,2,12/2007,No,2338,2016-01-01,2021-09-01
6131,821,Amex,Credit,340249970172495,789,YES,1,12/2017,No,3900,2017-01-01,2024-07-01
59,1352,Visa,Debit,4969931231497491,728,YES,2,01/2004,No,12528,2012-01-01,2019-11-01
2403,1352,Mastercard,Debit,5065991934613613,444,YES,2,04/1999,No,19756,2013-01-01,2020-03-01
5355,1352,Mastercard,Debit,5074153322431986,15,YES,1,11/1998,No,2042,2008-01-01,1999-10-01
3286,831,Discover,Credit,6343000201050378,991,YES,1,06/2005,No,8300,2013-01-01,2020-06-01
4156,831,Mastercard,Debit,5176991873510835,744,YES,2,08/2005,No,8571,2015-01-01,2022-04-01
499,936,Mastercard,Debit,5193598337004774,655,YES,1,01/2020,No,19369,2020-01-01,2020-08-01
785,936,Visa,"Debit (Prepaid)",4651166179945088,135,YES,1,01/2020,No,70,2020-01-01,2024-07-01
1525,936,Mastercard,Debit,5169330864187609,927,YES,1,02/2020,No,15127,2020-01-01,2020-10-01
425,936,Discover,Credit,6575727919683836,371,YES,1,01/2020,No,9400,2020-01-01,2022-03-01
1809,936,Visa,Credit,4254671354232317,566,YES,2,02/2020,No,5400,2020-01-01,2022-06-01
3312,578,Mastercard,Debit,5639231472661421,482,YES,1,06/2006,No,17167,2007-01-01,2006-06-01
4807,1997,Mastercard,Debit,5974521557482725,89,YES,1,09/2011,No,25048,2011-01-01,2020-08-01
5786,1997,Amex,Credit,373196972571995,333,YES,1,12/2003,No,25600,2009-01-01,2022-08-01
3343,1997,Mastercard,Debit,5145075395048643,818,YES,2,06/2007,No,17257,2007-01-01,2020-07-01
2481,1997,Mastercard,Debit,5446247483875549,977,NO,2,04/2005,No,31829,2020-01-01,2022-02-01
5106,1997,Mastercard,Debit,5138861544730253,695,YES,2,10/2008,No,3991,2013-01-01,2014-09-01
5457,1997,Mastercard,Debit,5450840398353044,172,YES,2,11/2006,No,3991,2013-01-01,2024-05-01
5808,1997,Mastercard,Debit,5957840395918291,232,YES,2,12/2004,No,34953,2011-01-01,2024-01-01
1378,258,Mastercard,Debit,5200497031723077,790,YES,1,02/2018,No,21726,2018-01-01,2021-11-01
3197,258,Visa,Debit,4410595521974956,468,YES,1,05/2017,No,15063,2017-01-01,2020-08-01
500,258,Mastercard,Debit,5979251671199858,949,YES,1,01/2020,No,12596,2020-01-01,2020-01-01
2912,851,Visa,Debit,4977782671344118,467,NO,2,05/2006,No,6335,2020-01-01,2009-01-01
4243,851,Mastercard,"Debit (Prepaid)",5953262218021154,328,YES,1,08/2008,No,43,2013-01-01,2014-04-01
3613,851,Visa,Credit,4453479289853591,438,YES,2,06/2016,No,8100,2016-01-01,2020-01-01
1241,851,Visa,Credit,4484651040009268,400,YES,2,02/2010,No,8900,2010-01-01,2023-04-01
4148,1951,Amex,Credit,397408628397205,358,YES,1,08/2005,No,16000,2008-01-01,2024-01-01
4157,1951,Mastercard,Debit,5131315390682577,260,YES,2,08/2005,No,19304,2010-01-01,2011-04-01
3360,1951,Visa,Debit,4667539931017684,724,YES,2,06/2007,No,36548,2015-01-01,2020-10-01
1142,1951,Mastercard,Debit,5494695767588585,105,YES,1,02/2008,No,10354,2010-01-01,2023-12-01
3188,1951,Discover,Credit,6059981259285361,661,YES,1,05/2017,No,8000,2017-01-01,2024-08-01
501,1978,Mastercard,Debit,5070126203216170,795,YES,2,01/2020,No,1559,2020-01-01,2020-01-01
1526,1978,Mastercard,Debit,5293367010895796,489,YES,1,02/2020,No,15100,2020-01-01,2020-02-01
4948,1897,Mastercard,Debit,5695371675609176,110,YES,1,10/2001,No,51302,2010-01-01,2023-12-01
3690,1897,Mastercard,"Debit (Prepaid)",5727246621737801,184,YES,1,07/2003,No,80,2010-01-01,2014-09-01
4337,972,Visa,Credit,4613780379002622,881,YES,1,08/2010,No,15800,2012-01-01,2021-10-01
6052,972,Visa,Credit,4349828024185765,209,YES,1,12/2011,No,16800,2011-01-01,2020-11-01
4166,972,Visa,Debit,4831547258942108,45,NO,1,08/2005,No,2508,2012-01-01,2021-11-01
5689,972,Visa,Credit,4030101439693866,924,NO,2,11/2013,No,2600,2013-01-01,2022-12-01
2482,1010,Mastercard,Debit,5598838646522278,590,YES,1,04/2005,No,4851,2020-01-01,2022-05-01
3047,1243,Mastercard,Credit,5688444191664896,723,YES,1,05/2010,No,7300,2011-01-01,2023-06-01
3884,1243,Mastercard,Debit,5787876223130828,137,YES,1,07/2009,No,18540,2009-01-01,2024-03-01
3928,1243,Mastercard,Debit,5145746225869385,37,NO,2,07/2010,No,4072,2010-01-01,2014-02-01
1527,1243,Mastercard,Debit,5867870962214065,278,YES,1,02/2020,No,1744,2020-01-01,2020-02-01
3885,1243,Mastercard,"Debit (Prepaid)",5233021736945266,561,YES,2,07/2009,No,33,2013-01-01,2014-01-01
2327,1976,Mastercard,Debit,5905144281673763,324,YES,1,03/2014,No,17767,2014-01-01,2020-02-01
4847,1976,Mastercard,"Debit (Prepaid)",5376202172646612,419,YES,1,09/2013,No,57,2013-01-01,2022-11-01
4338,1976,Visa,Debit,4078070579143813,725,YES,1,08/2010,No,23011,2010-01-01,2022-05-01
1171,1976,Mastercard,Debit,5320540849135700,66,YES,1,02/2009,No,21160,2009-01-01,2023-10-01
502,1976,Mastercard,Debit,5318581534984744,914,NO,2,01/2020,No,21291,2020-01-01,2021-12-01
2784,91,Visa,Credit,4905977959597106,543,YES,1,04/2018,No,19100,2018-01-01,2020-10-01
2790,1606,Mastercard,Debit,5285784915006143,790,YES,2,05/1996,No,7834,2012-01-01,2020-03-01
2735,1201,Visa,Debit,4563146572171391,510,YES,2,04/2014,No,38317,2014-01-01,2020-12-01
16,1201,Visa,Debit,4817273521248161,706,YES,2,01/2000,No,55693,2006-01-01,2023-10-01
4793,1201,Visa,Debit,4423423702094848,362,YES,1,09/2010,No,40710,2010-01-01,2020-11-01
2744,1201,Mastercard,Debit,5614281662886512,906,YES,2,04/2015,No,61355,2015-01-01,2024-12-01
503,1887,Mastercard,Credit,5723992473008285,298,YES,1,01/2020,No,5300,2020-01-01,2020-02-01
504,1887,Mastercard,Credit,5568613598314709,926,YES,1,01/2020,No,15800,2020-01-01,2022-06-01
505,195,Mastercard,Debit,5809559236815243,643,YES,1,01/2020,No,26219,2020-01-01,2020-01-01
1442,195,Discover,Credit,6649382937549507,898,YES,1,02/2020,No,20400,2020-01-01,2020-02-01
1528,874,Mastercard,Debit,5578581367019951,532,YES,1,02/2020,No,28066,2020-01-01,2020-03-01
786,874,Visa,Credit,4995777639723026,153,NO,2,01/2020,No,19500,2020-01-01,2024-06-01
506,874,Mastercard,Credit,5618927130201354,47,YES,1,01/2020,No,15100,2020-01-01,2020-04-01
5790,1317,Mastercard,Debit,5504388217788243,389,YES,1,12/2003,No,9059,2008-01-01,2022-09-01
3576,1317,Mastercard,Credit,5765192294312489,244,YES,2,06/2014,No,6300,2014-01-01,2024-03-01
4909,1317,Mastercard,Debit,5049590350537184,287,YES,1,09/2017,No,12793,2017-01-01,2017-12-01
1529,1317,Mastercard,Credit,5171047603573611,472,YES,1,02/2020,No,7800,2020-01-01,2020-05-01
1280,1311,Visa,Credit,4304336989685853,38,YES,1,02/2011,No,14000,2011-01-01,2022-10-01
1530,785,Mastercard,"Debit (Prepaid)",5802808293999580,374,NO,1,02/2020,No,80,2020-01-01,2023-02-01
507,785,Mastercard,Credit,5182039113510183,533,YES,1,01/2020,No,15400,2020-01-01,2024-12-01
2638,662,Mastercard,Debit,5178588521108553,647,YES,2,04/2010,No,28747,2010-01-01,2021-04-01
3092,662,Mastercard,"Debit (Prepaid)",5419683819223054,690,YES,2,05/2011,No,110,2011-01-01,2021-07-01
5107,847,Mastercard,"Debit (Prepaid)",5207548471157063,310,YES,2,10/2008,No,112,2012-01-01,2022-04-01
3416,847,Discover,Credit,6133343341617022,252,NO,2,06/2009,No,9700,2011-01-01,2010-12-01
5581,847,Visa,Credit,4013077897978419,359,YES,1,11/2009,No,8600,2014-01-01,2013-10-01
987,847,Mastercard,"Debit (Prepaid)",5582481832840083,949,YES,2,02/2001,No,43,2012-01-01,2004-10-01
5998,847,Mastercard,Debit,5160679758487908,716,YES,2,12/2010,No,19629,2011-01-01,2015-04-01
4531,847,Mastercard,Credit,5350725222706426,29,YES,2,09/2003,No,3400,2008-01-01,2021-04-01
1531,685,Mastercard,Debit,5208287929207582,668,YES,2,02/2020,No,20769,2020-01-01,2022-01-01
1398,685,Amex,Credit,382500319012149,443,YES,2,02/2020,No,12100,2020-01-01,2022-12-01
1532,685,Mastercard,Debit,5568206290590571,658,YES,1,02/2020,No,16371,2020-01-01,2023-06-01
1533,685,Mastercard,Credit,5316978994490034,145,YES,1,02/2020,No,12500,2020-01-01,2020-10-01
